Name,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_score,F2_score,F♯2_score,G2_score,G♯2_score,A2_score,A♯2_score,B2_score,C3_score,C♯3_score,D3_score,D♯3_score,E3_score,F3_score,F♯3_score,G3_score,G♯3_score,A3_score,A♯3_score,B3_score,C4_score,C♯4_score,D4_score,D♯4_score,E4_score,F4_score,F♯4_score,G4_score,G♯4_score,A4_score,A♯4_score,B4_score,C5_score,C♯5_score,D5_score,D♯5_score,E5_score,F5_score,F♯5_score,G5_score,G♯5_score,A5_score,A♯5_score,B5_score,C6_score,D♯1_binary,E1_binary,F1_binary,F♯1_binary,G1_binary,G♯1_binary,A1_binary,A♯1_binary,B1_binary,C2_binary,C♯2_binary,D2_binary,D♯2_binary,A1_score,A♯1_score,B1_score,C2_score,C♯2_score,D2_score,D♯1_score,D♯2_score,E1_score,F1_score,F♯1_score,G1_score,G♯1_score
รักแรกพบ | Earth,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.7322856689567776,0.7568064593528814,0.7427875093853026,0.795940826473118,0.8275234881550266,0.7668551868701862,0.7813723981141631,0.7486593921876697,0.7480566117422625,0.7576454804231348,0.7512319268537399,0.7663167744258864,0.7270356965240269,0.7704303841486996,0.7336912520172167,0.7748181754585237,0.7123393676312375,0.7497643497556045,0.7380588350060135,0.7392226967472189,0.7304306411408381,0.7091638332055986,0.7824149059976027,0.7261655481330194,0.7013917082617885,0.7205780074053519,0.8286392478027853,0.7651222703096262,0.7717456068311559,0.722884062244732,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8259202452809843,0.9342866944053544,0.8397114518840211,0.7622496361839854,0.9402375630222785,0.8464974129749822,0.6721207714543534,0.7972484344172311,0.6391226868040387,0.8494272219580017,0.7357091637379399,0.5691322145836601,0.8113788446875149
