Name,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_score,F2_score,F♯2_score,G2_score,G♯2_score,A2_score,A♯2_score,B2_score,C3_score,C♯3_score,D3_score,D♯3_score,E3_score,F3_score,F♯3_score,G3_score,G♯3_score,A3_score,A♯3_score,B3_score,C4_score,C♯4_score,D4_score,D♯4_score,E4_score,F4_score,F♯4_score,G4_score,G♯4_score,A4_score,A♯4_score,B4_score,C5_score,C♯5_score,D5_score,D♯5_score,E5_score,F5_score,F♯5_score,G5_score,G♯5_score,A5_score,A♯5_score,B5_score,C6_score,F♯1_binary,G1_binary,F♯1_score,G1_score
รักแรกพบ | Tee,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.63,0.63,0.6886695701163054,0.5782169625604874,0.7105151661582042,0.6913296825604414,0.7149669688893988,0.7552880481085293,0.7927326171850118,0.7819933155657469,0.7843722179114964,0.753024110459245,0.7542576306687758,0.7147064090690007,0.761276679363955,0.7599937292729023,0.7515856403646661,0.7597528044379243,0.7448781418731597,0.7324391475468144,0.6901262440157906,0.7422383181267612,0.5820053969085637,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.0,0.0,0.8117405144474725,0.5700934871145666
