,Name,ID,Love Artist,Love Genre,Love Subgenere,Age,-,Suitable BPM,Suitable Vocal Range,B0,C1,CS1,D1,DS1,E1,F1,FS1,G1,GS1,A1,AS1,B1,C2,CS2,D2,DS2,E2,F2,FS2,G2,GS2,A2,AS2,B2,C3,CS3,D3,DS3,E3,F3,FS3,G3,GS3,A3,AS3,B3,C4,CS4,D4,DS4,E4,F4,FS4,G4,GS4,A4,AS4,B4,C5,CS5,D5,DS5,E5,F5,FS5,G5,GS5,A5,AS5,B5,C6,CS6,D6,DS6,E6,F6,FS6,G6,GS6,A6,AS6,B6,C7,CS7,D7,DS7,E7,F7,FS7,G7,GS7,A7,AS7,B7,C8,CS8,D8,DS8,F♯3,G♯3,A♯3,C♯4,D♯4,F♯4,G♯4,A♯4,C♯5,D♯5,F♯5,G♯5,A♯5,C♯6
0,Tee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,11,27,0,34,0,28,21,0,7,0,16,0,20,16,0,29,0,49,27,0,6,0,16,0,10,8,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,12.0,18.0,32.0,22.0,5.0,35.0,20.0,13.0,32.0,8.0,6.0,3.0
